,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Karaman Province,37.0833,33.25,37.49,80,0,2.37,TR,1605236400
358,Sayyan,15.1718,44.3244,46.42,55,22,4.61,YE,1605236400
359,São José da Coroa Grande,-8.8978,-35.1478,76.32,82,3,7.99,BR,1605236400
360,Bay Roberts,47.5999,-53.2648,45.72,85,93,7.2,CA,1605236400
361,San Andrés,12.5847,-81.7006,82.96,76,62,7.38,CO,1605236400
362,Lufilufi,-13.8745,-171.5986,82.27,85,71,12.46,WS,1605236400
363,Mahébourg,-20.4081,57.7,75.0,84,13,10.16,MU,1605236400
364,Laranjeiras do Sul,-25.4078,-52.4161,61.84,96,0,1.68,BR,1605236400
365,Meulaboh,4.1363,96.1285,83.03,81,93,0.31,ID,1605236400
366,Yar-Sale,66.8333,70.8333,0.68,93,91,8.61,RU,1605236400
367,Hearst,49.6835,-83.6665,31.14,96,96,7.67,CA,1605236400
368,Newport,51.5877,-2.9984,52.75,87,100,22.97,GB,1605236400
369,Marathon,44.9,-89.7668,31.23,99,95,11.83,US,1605236400
370,Yulara,-25.2406,130.9889,93.79,12,0,4.74,AU,1605236400
371,Atambua,-9.1061,124.8925,88.86,50,63,5.17,ID,1605236400
372,Barra de Tecoanapa,16.5167,-98.75,81.37,76,52,4.9,MX,1605236400
373,Manaure,11.7751,-72.4445,81.48,80,60,4.63,CO,1605236400
374,Buala,-8.145,159.5921,84.54,74,98,7.29,SB,1605236400
375,Diamantina,-18.2494,-43.6003,64.63,95,93,1.41,BR,1605236400
376,Neiafu,-18.65,-173.9833,80.74,81,87,13.56,TO,1605236400
377,Muisne,0.6,-80.0333,73.96,83,81,12.62,EC,1605236400
378,Cockburn Town,21.4612,-71.1419,81.79,75,72,23.94,TC,1605236400
379,Las Vegas,36.175,-115.1372,55.94,27,1,1.39,US,1605236400
380,Abū Zabad,12.35,29.25,70.95,22,3,13.11,SD,1605236400
381,Khani,41.9563,42.9566,42.01,81,1,4.21,GE,1605236400
382,Mehamn,71.0357,27.8492,37.78,80,100,14.23,NO,1605236400
383,Kavieng,-2.5744,150.7967,84.97,66,46,5.23,PG,1605236400
384,Abu Dhabi,24.4667,54.3667,80.49,60,0,8.48,AE,1605236400
385,Ban Nahin,18.2418,104.2122,81.41,49,0,3.69,LA,1605236400
386,Kyela,-9.5833,33.85,75.63,74,13,2.26,TZ,1605236400
387,Bahía Honda,22.9036,-83.1592,77.83,87,17,4.34,CU,1605236400
388,Non Sang,16.8687,102.5664,77.85,72,10,8.01,TH,1605236400
389,Paita,-5.0892,-81.1144,63.25,88,44,9.62,PE,1605236400
390,Ambilobe,-13.2,49.05,75.09,82,51,2.17,MG,1605236400
391,De-Kastri,51.4667,140.7833,37.08,91,100,5.41,RU,1605236400
392,Irbeyskoye,55.6428,95.4522,35.53,81,97,23.02,RU,1605236400
393,Tabou,4.423,-7.3528,78.04,87,33,5.12,CI,1605236400
394,Erenhot,43.6475,111.9767,38.21,67,2,4.36,CN,1605236400
395,Sūsangerd,31.5608,48.1831,66.9,87,0,5.75,IR,1605236400
396,Madang,-5.2246,145.7966,86.02,64,42,8.21,PG,1605236400
397,Harper,4.375,-7.7169,77.59,88,46,5.97,LR,1605236400
398,Dunedin,-45.8742,170.5036,68.67,58,0,5.12,NZ,1605236400
399,Monrovia,6.3005,-10.7969,78.53,85,8,2.35,LR,1605236400
400,Mandalī,33.7499,45.5541,64.26,58,0,6.26,IQ,1605236400
401,Saquena,-4.6667,-73.5167,73.71,93,95,2.17,PE,1605236400
402,Soyo,-6.1349,12.3689,79.0,85,98,10.8,AO,1605236400
403,Poya,-21.35,165.15,81.5,62,53,2.66,NC,1605236400
404,São Félix do Xingu,-6.6447,-51.995,76.21,74,57,0.58,BR,1605236400
405,Oranjestad,12.524,-70.027,82.74,81,69,14.7,AW,1605236400
406,Seoul,37.5683,126.9778,58.87,58,75,1.83,KR,1605236400
407,Piaçabuçu,-10.4056,-36.4344,76.46,82,4,11.01,BR,1605236400
408,Mahibadhoo,3.7833,72.9667,82.71,71,82,6.11,MV,1605236400
409,Qui Nhon,13.7667,109.2333,77.2,81,89,20.15,VN,1605236400
410,Ulladulla,-35.35,150.4667,76.93,52,68,2.24,AU,1605236400
411,Bandarbeyla,9.4942,50.8122,75.07,81,34,13.53,SO,1605236400
412,San Jerónimo,-11.9472,-75.2829,55.42,65,95,2.13,PE,1605236400
413,Rabo de Peixe,37.8,-25.5833,59.34,75,26,6.06,PT,1605236400
414,Yaguajay,22.3272,-79.2378,77.31,89,82,8.57,CU,1605236400
415,Dicabisagan,17.0818,122.4157,81.63,79,99,2.39,PH,1605236400
416,Hualmay,-11.0964,-77.6139,62.8,87,49,7.63,PE,1605236400
417,Kangaatsiaq,68.3065,-53.4641,21.7,92,100,14.07,GL,1605236400
418,Itoman,26.1247,127.6694,73.36,78,95,23.11,JP,1605236400
419,Nisibis,37.0778,41.2178,57.45,51,10,6.42,TR,1605236400
420,Carutapera,-1.195,-46.02,79.39,84,94,5.35,BR,1605236400
421,Sakakah,29.9697,40.2064,59.38,71,9,3.22,SA,1605236400
422,Crixás,-14.5489,-49.9692,73.67,83,81,1.7,BR,1605236400
423,Bria,6.5423,21.9863,66.94,65,44,3.33,CF,1605236400
424,Voloshka,61.3314,40.0858,32.43,97,100,4.38,RU,1605236400
425,Sarangani,5.4033,125.4636,84.27,76,77,14.99,PH,1605236400
426,Harar,9.3094,42.1258,54.9,41,2,8.79,ET,1605236400
427,Hua Hin,12.5707,99.9588,79.12,74,50,18.23,TH,1605236400
428,Heihe,50.2441,127.4902,34.29,70,0,9.15,CN,1605236400
429,Celestún,20.8667,-90.4,78.67,87,68,10.45,MX,1605236400
430,Balrāmpur,27.4333,82.1833,72.79,47,0,5.08,IN,1605236400
431,Rota,36.6224,-6.3586,61.57,82,44,11.56,ES,1605236400
432,Ostrovnoy,68.0531,39.5131,27.57,96,18,8.79,RU,1605236400
433,Natal,-5.795,-35.2094,78.44,76,10,11.23,BR,1605236400
434,Gemeente Wageningen,51.9667,5.6667,44.06,95,86,8.1,NL,1605236400
435,Peleduy,59.6289,112.7406,24.6,95,87,7.85,RU,1605236400
436,Petropavlovsk-Kamchatskiy,53.0452,158.6483,36.93,67,22,15.19,RU,1605236400
437,Zhigansk,66.7697,123.3711,10.76,95,100,8.48,RU,1605236400
438,Whyalla,-33.0333,137.5833,64.8,52,49,8.66,AU,1605236400
439,Palmer,42.1584,-72.3287,46.2,74,95,5.68,US,1605236400
440,La Ronge,55.1001,-105.2842,8.06,83,88,8.99,CA,1605236400
441,Monroe,43.1501,-77.6831,38.8,73,1,4.27,US,1605236400
442,Doha,25.2867,51.5333,79.03,81,0,10.69,QA,1605236400
443,Kieta,-6.2167,155.6333,84.15,74,66,6.02,PG,1605236400
444,Norsup,-16.0667,167.3833,82.17,74,87,5.91,VU,1605236400
445,Ubari,26.5921,12.7805,57.72,47,47,5.73,LY,1605236400
446,Kununurra,-15.7667,128.7333,104.92,38,60,13.44,AU,1605236400
447,Santa Rita,-7.1139,-34.9781,77.22,82,10,7.76,BR,1605236400
448,Mogocha,53.7333,119.7667,25.36,89,4,2.55,RU,1605236400
449,Krasnyy Kholm,58.0607,37.1203,32.09,96,80,4.56,RU,1605236400
450,Avanigadda,16.0215,80.9181,79.5,88,57,11.21,IN,1605236400
451,Ormara,25.2088,64.6357,78.46,45,0,5.79,PK,1605236400
452,Aklavik,68.2191,-135.0107,3.07,84,95,11.61,CA,1605236400
453,Nguruka,-5.1092,31.0419,65.16,92,17,2.82,TZ,1605236400
454,Lednice,48.7999,16.8034,40.87,95,54,4.61,CZ,1605236400
455,Pochutla,15.7432,-96.4661,78.51,81,60,3.33,MX,1605236400
456,Oleśnica,51.2134,17.3899,42.01,88,95,7.61,PL,1605236400
457,Pala,9.3642,14.9046,76.15,40,77,2.62,TD,1605236400
458,Patacamaya,-17.2333,-67.9167,50.47,58,25,6.26,BO,1605236400
459,Portland,45.5234,-122.6762,47.88,71,95,12.77,US,1605236400
460,Shimsk,58.212,30.7127,38.17,86,97,4.36,RU,1605236400
461,Kudahuvadhoo,2.6708,72.8944,82.9,71,100,6.58,MV,1605236400
462,Kumo,10.0447,11.2122,76.41,33,89,7.31,NG,1605236400
463,Guéret,46.1667,1.8667,47.55,79,30,3.96,FR,1605236400
464,Batticaloa,7.7102,81.6924,83.17,78,68,2.51,LK,1605236400
465,Bicas,-21.7253,-43.0594,69.93,99,100,3.67,BR,1605236400
466,Punta Alta,-38.8759,-62.0736,68.23,67,11,14.36,AR,1605236400
467,Vung Tau,10.346,107.0843,79.38,79,98,2.39,VN,1605236400
468,Provideniya,64.3833,-173.3,29.5,93,95,15.64,RU,1605236400
469,São Gabriel da Cachoeira,-0.1303,-67.0892,76.6,91,86,2.46,BR,1605236400
470,Faya,18.3851,42.4509,56.97,94,12,1.03,SA,1605236400
471,Amarillo,35.222,-101.8313,46.72,51,49,14.0,US,1605236400
472,Paamiut,61.994,-49.6678,31.24,82,93,14.23,GL,1605236400
473,Mahon,39.8885,4.2658,64.72,86,100,8.5,ES,1605236400
474,Vao,-22.6667,167.4833,74.19,84,99,10.47,NC,1605236400
475,Skellefteå,64.7507,20.9528,41.4,79,100,6.73,SE,1605236400
476,Eyl,7.9803,49.8164,77.04,72,98,13.73,SO,1605236400
477,Province of Terni,42.6833,12.3167,46.72,97,30,1.54,IT,1605236400
478,Banjar,-8.19,114.9675,89.22,69,45,1.77,ID,1605236400
479,Gillette,44.2911,-105.5022,27.16,66,1,11.63,US,1605236400
480,Flinders,-34.5833,150.8552,78.39,57,99,6.69,AU,1605236400
481,Øksfjord,70.2396,22.3479,42.78,69,25,10.63,NO,1605236400
482,Marolambo,-20.05,48.1167,68.43,88,12,1.92,MG,1605236400
483,Camaná,-16.6228,-72.7111,64.85,77,35,7.45,PE,1605236400
484,Beyneu,45.3167,55.2,29.21,91,86,5.68,KZ,1605236400
485,Kyra,49.5776,111.9753,31.98,81,30,2.42,RU,1605236400
486,Grand Island,40.925,-98.342,28.35,78,1,4.03,US,1605236400
487,La Rioja,42.25,-2.5,47.19,76,95,5.03,ES,1605236400
488,Krechevitsy,58.617,31.401,38.43,93,86,3.78,RU,1605236400
489,Tahoua,14.8888,5.2692,72.7,29,0,11.34,NE,1605236400
490,Luwingu,-10.2621,29.9271,64.4,90,96,3.36,ZM,1605236400
491,Poum,-20.2333,164.0167,78.01,78,12,18.57,NC,1605236400
492,Bathsheba,13.2167,-59.5167,80.15,85,39,13.73,BB,1605236400
493,Santa Cruz de Barahona,18.2085,-71.1008,78.26,79,94,9.84,DO,1605236400
494,Coahuayana Viejo,18.7333,-103.6833,76.33,81,12,2.13,MX,1605236400
495,Luziânia,-16.2525,-47.9503,68.99,86,58,2.98,BR,1605236400
496,Karratha,-20.7377,116.8463,95.5,17,0,12.84,AU,1605236400
497,Suoyarvi,62.0833,32.35,36.21,96,100,5.44,RU,1605236400
498,Ambatofinandrahana,-20.55,46.8,61.25,89,0,0.6,MG,1605236400
499,Nome,64.5011,-165.4064,28.47,95,59,4.81,US,1605236400
500,Novo Aripuanã,-5.1206,-60.3797,76.73,89,92,2.06,BR,1605236400
501,San Ramon,37.7799,-121.978,51.73,63,4,2.15,US,1605236400
502,Hobyo,5.3505,48.5268,78.93,77,36,13.71,SO,1605236400
503,Leningradskiy,69.3833,178.4167,16.74,94,100,12.41,RU,1605236400
504,Linxia Chengguanzhen,35.6003,103.2064,51.49,70,29,2.13,CN,1605236400
505,Tateyama,34.9833,139.8667,63.18,60,20,7.96,JP,1605236400
506,Abalak,58.1286,68.5944,19.81,98,100,3.96,RU,1605236400
507,Safi,32.2994,-9.2372,68.32,67,100,7.27,MA,1605236400
508,Correntina,-13.3433,-44.6367,73.78,59,60,2.35,BR,1605236400
509,Inírida,3.8653,-67.9239,76.26,93,77,2.89,CO,1605236400
510,Shakawe,-18.3667,21.85,69.84,66,85,3.15,BW,1605236400
511,Nuuk,64.1835,-51.7216,23.92,88,99,9.28,GL,1605236400
512,San Rafael,-34.6177,-68.3301,67.66,65,73,6.8,AR,1605236400
513,Mendoza,-32.8908,-68.8272,76.06,66,20,5.48,AR,1605236400
514,North Bend,43.4065,-124.2243,50.18,69,95,13.04,US,1605236400
515,Lima,-12.0432,-77.0282,64.51,79,25,7.74,PE,1605236400
516,Redmond,47.674,-122.1215,43.93,82,100,8.93,US,1605236400
517,Kirksville,40.1948,-92.5833,43.32,69,58,16.06,US,1605236400
518,Leh,34.1667,77.5833,32.88,67,76,1.59,IN,1605236400
519,Světlá nad Sázavou,49.668,15.4039,40.86,50,98,5.26,CZ,1605236400
520,Asău,46.4333,26.4,36.03,92,48,3.27,RO,1605236400
521,Cap Malheureux,-19.9842,57.6142,75.51,81,0,11.5,MU,1605236400
522,Kaka,37.3482,59.6143,42.3,61,57,4.18,TM,1605236400
523,Sangar,63.9242,127.4739,11.8,95,100,14.85,RU,1605236400
524,Boa Vista,2.8197,-60.6733,78.51,82,66,6.13,BR,1605236400
525,Lilongwe,-13.9669,33.7873,68.09,79,80,7.47,MW,1605236400
526,Whitehorse,60.7161,-135.0538,19.6,89,69,4.7,CA,1605236400
527,Alenquer,-1.9417,-54.7383,81.45,77,29,1.74,BR,1605236400
528,Keta,5.9179,0.9879,80.8,84,10,7.78,GH,1605236400
529,Amnat Charoen,15.9167,104.75,75.13,67,31,21.97,TH,1605236400
530,Rovnoye,50.7765,46.0509,31.93,97,77,13.69,RU,1605236400
531,Lorengau,-2.0226,147.2712,86.85,64,99,7.87,PG,1605236400
532,Mackay,-21.15,149.2,80.91,57,40,14.27,AU,1605236400
533,Berdigestyakh,62.0989,126.6992,21.09,97,99,5.91,RU,1605236400
534,Teguise,29.0605,-13.564,67.69,84,59,5.23,ES,1605236400
535,Salinópolis,-0.6136,-47.3561,80.55,82,67,9.75,BR,1605236400
536,Nur-Sultan,51.1801,71.446,22.57,95,85,15.37,KZ,1605236400
537,Ilhéus,-14.7889,-39.0494,76.42,82,22,4.74,BR,1605236400
538,Takoradze,4.8845,-1.7554,78.71,86,1,4.54,GH,1605236400
539,Udachny,66.4167,112.4,12.61,93,95,4.18,RU,1605236400
540,Kuznetsk,53.1167,46.6004,29.1,89,86,10.42,RU,1605236400
541,Vostok,46.4856,135.8833,25.23,98,100,10.27,RU,1605236400
542,Seymchan,62.8833,152.4333,-12.26,87,91,1.88,RU,1605236400
543,Bonthe,7.5264,-12.505,78.82,86,0,1.57,SL,1605236400
544,Santana do Livramento,-30.8908,-55.5328,62.2,93,0,7.36,BR,1605236400
545,Nicoya,10.1483,-85.452,76.59,94,87,3.02,CR,1605236400
546,Avera,33.194,-82.5271,69.33,95,38,5.99,US,1605236400
547,Anan,33.9167,134.65,64.24,81,76,10.27,JP,1605236400
548,Fort-Shevchenko,44.5086,50.263,40.69,69,97,8.63,KZ,1605236400
549,Kurumkan,54.3,110.3,26.94,82,14,2.59,RU,1605236400
550,La Unión,-5.4,-80.75,66.65,76,36,10.71,PE,1605236400
551,Kiama,-34.6833,150.8667,77.61,62,99,8.46,AU,1605236400
552,Kavaratti,10.5669,72.642,82.81,68,4,4.85,IN,1605236400
553,Gravdal,68.1214,13.5031,47.53,83,100,16.82,NO,1605236400
554,Santo Antônio do Içá,-3.1022,-67.9397,76.53,92,98,2.35,BR,1605236400
555,Hof,50.3167,11.9167,40.69,90,69,5.06,DE,1605236400
556,Kruisfontein,-34.0033,24.7314,61.18,88,0,5.93,ZA,1605236400
557,Kalat,29.0225,66.5916,51.71,47,15,4.88,PK,1605236400
558,Vestmanna,62.1564,-7.1664,48.61,91,100,19.69,FO,1605236400
559,Aksarka,66.5606,67.7975,-4.79,92,93,6.29,RU,1605236400
